date,branch,region ,CATEGORY,SALES,PROFIT,quantity,orders
2024-08-04,A, South ,CLOTHING,178.75,43.86,3,3
2024-11-17,B,CENTRAL,FURNITURE,355.19,72.15,4,4
2024-02-04,A,SOUTH, GROCERY ,60.55,6.61,5,5
2024-10-09,C,Central,GROCERY,56.64,11.86,19,9
2024-01-07, E ,South,Electronics,251.9,54.93,1,1
2024-07-31,B,East,ELECTRONICS,265.31,37.17,1,1
2024-02-24,E,WEST,FURNITURE,394.91,40.29,3,1
2024-10-01, C ,South, Furniture ,455.19,62.92,2,2
2024-07-15,D,South,ELECTRONICS,167.34,41.22,4,2
2024-03-29, C ,SOUTH,CLOTHING,138.42,30.72,1,1
2024-11-12,E,South,ELECTRONICS,303.01,79.88,2,1
2024-07-21,C, EAST , Electronics ,283.99,47.54,1,1
2024-08-31, C , CENTRAL ,ELECTRONICS,297.48,53.89,3,1
2024-06-21,C,CENTRAL, Furniture ,421.04,54.7,2,2
2024-09-08,A,East,Clothing,166.48,30.45,4,4
2024-06-02,D,Central,Furniture,242.59,54.75,1,1
2024-08-01,E,West, CLOTHING ,129.33,22.29,2,2
2024-08-14,B,SOUTH,GROCERY,45.65,9.68,15,15
2024-09-21,C,West,Clothing,199.08,48.12,1,1
2024-02-03,C,South,Clothing,136.53,16.34,3,1
2024-09-25,E, WEST ,Clothing,153.91,19.15,2,2
2024-04-08, B ,West, Clothing ,161.62,20.76,1,1
2024-01-17,D,WEST,FURNITURE,305.91,71.29,2,1
2024-12-26, B ,Central, FURNITURE ,612.03,128.44,1,1
2024-08-25, E ,South, Electronics ,285.77,56.15,1,1
2024-12-14, A ,EAST,Furniture,544.68,56.22,4,2
2024-09-07,E, South ,CLOTHING,130.1,16.25,3,1
2024-08-30,E, Central ,Furniture,378.55,45.24,2,2
2024-03-24,C, West , FURNITURE ,569.14,113.95,4,4
2024-01-15, D ,WEST, Clothing ,119.04,22.13,4,4
2024-10-19, B , EAST ,CLOTHING,177.64,34.9,1,1
2024-12-12,B,Central, GROCERY ,74.25,17.48,13,6
2024-09-19, A ,West,GROCERY,64.0,10.45,16,16
2024-03-08,B,WEST,CLOTHING,165.11,26.84,4,4
2024-05-09, E ,CENTRAL,FURNITURE,409.84,110.71,3,3
2024-08-04,D,Central, GROCERY ,33.34,4.42,8,4
2024-05-09, B , SOUTH , Furniture ,363.67,37.81,1,1
2024-12-12,E,SOUTH,ELECTRONICS,337.55,96.88,4,4
2024-01-04,E,Central,Furniture,345.31,95.17,1,1
2024-06-01,A, SOUTH , Electronics ,249.86,29.18,1,1
2024-06-21, C , Central ,FURNITURE,416.79,98.16,1,1
2024-05-13,C,East, CLOTHING ,175.34,43.26,4,2
2024-09-21,B, WEST ,GROCERY,54.78,14.03,11,5
2024-12-04,C, East ,Electronics,542.0,89.46,4,4
2024-12-01,D,CENTRAL,Furniture,452.29,127.97,3,1
2024-08-02, D ,SOUTH,Electronics,188.48,22.74,2,2
2024-10-25, E , East ,FURNITURE,369.84,109.4,2,2
2024-12-31,B,SOUTH, Furniture ,467.76,65.9,4,4
2024-09-16,C,EAST,Clothing,176.63,20.28,1,1
2024-05-30,A,SOUTH,CLOTHING,168.33,38.07,3,1
2024-05-12, E ,East,FURNITURE,473.25,112.61,4,2
2024-12-01,A,East,Furniture,740.57,211.14,3,3
2024-04-24,C,South, Furniture ,369.84,68.82,4,4
2024-07-09,C,CENTRAL,GROCERY,47.19,9.94,7,7
2024-03-01, D ,WEST, Electronics ,274.21,66.02,1,1
2024-08-29,B,WEST,Grocery,60.54,14.19,13,13
2024-09-28, C ,South,ELECTRONICS,248.21,50.92,2,2
2024-03-18,B,EAST, FURNITURE ,486.21,139.94,3,1
2024-07-28,E,South, Clothing ,104.14,26.5,1,1
2024-06-10,B,West, GROCERY ,42.35,9.55,17,8
2024-06-19,B,CENTRAL,ELECTRONICS,293.19,84.22,1,1
2024-01-03,D,CENTRAL, CLOTHING ,106.75,26.17,2,1
2024-03-27, E ,EAST, Grocery ,47.82,11.85,18,9
2024-02-15,B,South,Grocery,47.91,11.91,14,7
2024-07-25, D ,SOUTH,GROCERY,25.18,7.0,6,6
2024-01-03, A ,East,Furniture,492.52,92.44,3,3
2024-01-08,C,East, ELECTRONICS ,355.25,51.81,3,1
2024-12-12,A, EAST , CLOTHING ,323.06,45.49,2,1
2024-12-21, C , CENTRAL ,Clothing,259.08,68.31,3,3
2024-02-22,D, Central , CLOTHING ,99.01,11.43,2,2
2024-02-03,A,Central, Furniture ,444.96,76.08,2,1
2024-08-21,E,CENTRAL,GROCERY,38.78,8.49,5,5
2024-12-17,B,Central,Grocery,68.6,11.43,18,9
2024-07-02,B,East,GROCERY,43.78,6.86,8,8
2024-01-10,B,East,Clothing,163.39,29.33,4,2
2024-04-18,A, East ,ELECTRONICS,299.63,47.43,3,1
2024-07-06,A,South,FURNITURE,392.4,72.79,2,1
2024-09-30,E,West,Electronics,332.24,90.71,3,3
2024-12-04,A,WEST, Electronics ,559.2,152.08,1,1
2024-12-19,A,South,GROCERY,89.09,23.76,15,7
2024-07-13,A, CENTRAL ,Grocery,50.08,10.37,12,6
2024-12-25,B,EAST,ELECTRONICS,467.23,93.45,2,1
2024-06-03,D,WEST,FURNITURE,263.91,58.0,4,4
2024-11-14, E , EAST ,Grocery,49.38,9.58,11,11
2024-02-23, E ,WEST,Furniture,363.08,51.56,4,2
2024-02-28, A ,South, CLOTHING ,177.86,32.33,2,1
2024-11-07,B,Central,Clothing,128.16,15.68,2,1
2024-07-02, D ,Central, CLOTHING ,103.13,25.72,4,4
2024-01-21, E ,South,Clothing,129.34,34.31,3,3
2024-12-18,D,CENTRAL,Clothing,169.97,48.43,1,1
2024-01-02,A,West,ELECTRONICS,386.53,81.43,3,1
2024-10-20,D,East, ELECTRONICS ,228.01,62.59,2,1
2024-09-18,A, West , FURNITURE ,482.24,69.06,1,1
2024-11-25,B, SOUTH , FURNITURE ,380.21,66.42,2,1
2024-05-15,D,WEST,Electronics,245.01,35.86,2,2
2024-03-30,A,CENTRAL,Furniture,485.09,128.92,2,2
2024-12-12,C,SOUTH,Electronics,452.4,92.43,3,1
2024-02-18,A,West, CLOTHING ,203.63,39.17,4,4
2024-12-05,B, Central ,Furniture,582.42,59.79,2,2
2024-08-12,E,Central,ELECTRONICS,260.81,63.74,3,3
2024-07-09,C,East,ELECTRONICS,253.49,50.16,4,4
2024-07-24,D, South ,Furniture,262.97,54.27,1,1
2024-07-16, D ,SOUTH,CLOTHING,81.08,12.92,4,2
2024-02-27,B,West,CLOTHING,130.99,32.29,2,2
2024-02-23, D ,South, Grocery ,33.24,4.13,7,3
2024-04-02,E,South,FURNITURE,380.27,54.14,2,2
2024-11-09, A ,East,GROCERY,71.0,9.47,15,7
2024-09-06,A,South,GROCERY,49.6,12.39,10,10
2024-01-24,A,CENTRAL,Furniture,415.0,123.36,4,2
2024-01-07,E,East,Furniture,436.93,103.03,1,1
2024-09-22,E, West ,GROCERY,49.62,12.44,12,12
2024-12-04,B,South,FURNITURE,506.63,108.97,1,1
2024-12-05, D ,EAST,Electronics,281.55,81.38,1,1
2024-01-06, B , South ,GROCERY,44.81,8.42,17,17
2024-03-25,A, South , FURNITURE ,515.44,104.35,4,2
